ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3316347,Source2,3,2017-09-17 22:51:05,2017-09-17 23:20:52,34.018448,-118.280075,,,0.0,Accident on I-110 Southbound at Exit 20B Exposition Blvd.,I-110 S,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2017-09-17 22:47:00,66.9,,79.0,29.93,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3316619,Source2,2,2017-09-19 07:22:38,2017-09-19 07:52:28,42.560322,-71.297089,,,0.0,Multi-vehicle accident on US-3 Southbound before Treble Cove Rd.,Treble Cove Rd,North Billerica,Middlesex,MA,01862-2207,US,US/Eastern,KBED,2017-09-19 07:12:00,63.0,,90.0,30.13,2.5,NE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3316628,Source2,2,2017-09-19 09:43:47,2017-09-19 10:13:19,42.311005,-71.27960999999998,,,0.0,Right lane blocked due to accident on MA-9 Worcester St Eastbound before Rockland St.,Worcester St,Wellesley Hills,Norfolk,MA,02481-4926,US,US/Eastern,KOWD,2017-09-19 09:38:00,64.9,,97.0,30.11,2.5,NNE,8.1,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3317066,Source2,3,2017-09-19 09:20:06,2017-09-19 09:48:55,38.853596,-77.21946,,,1.6799999475479126,Entry ramp to I-495 Northbound from VA-650 Gallows Rd both ways lane blocked due to accident.,Gallows Rd,Falls Church,Fairfax,VA,22042-3349,US,US/Eastern,KDCA,2017-09-19 08:52:00,72.0,,84.0,30.0,10.0,North,11.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3317150,Source2,2,2017-09-19 20:41:33,2017-09-19 21:10:25,38.029903,-77.51635,,,0.0,Left and right lane blocked due to accident on US-1 Jefferson Davis Hwy Northbound at Glen Meadows Dr.,Deerfield Rd,Ruther Glen,Caroline,VA,22546-2805,US,US/Eastern,KOFP,2017-09-19 20:54:00,70.0,,87.0,29.92,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3317525,Source2,2,2017-09-19 11:27:04,2017-09-19 12:11:10,35.864937,-76.74614,,,0.0,Accident on 4th St at Madison St.,Madison St,Plymouth,Washington,NC,27962-1424,US,US/Eastern,KEDE,2017-09-19 11:25:00,76.5,,75.0,29.91,10.0,NNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3318074,Source2,3,2017-09-19 12:23:01,2017-09-19 13:04:34,45.04479600000001,-93.1063,,,0.0,Accident on I-694 Eastbound near Exit 45 MN-49 Rice St.,Rice St,Saint Paul,Ramsey,MN,55127,US,US/Central,KANE,2017-09-19 12:50:00,75.2,,69.0,29.86,10.0,SE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3318360,Source2,2,2017-09-19 15:18:01,2017-09-19 16:02:47,35.529785,-97.574554,,,0.0,Accident on Expressway Eastbound at Independence Ave.,N Independence Ave,Oklahoma City,Oklahoma,OK,73112,US,US/Central,KPWA,2017-09-19 14:53:00,93.0,,50.0,29.71,10.0,South,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3318760,Source2,2,2017-09-19 08:49:22,2017-09-19 09:20:00,39.6875,-104.940659,,,0.0,Accident on CO-2 Colorado Blvd at Iowa Ave.,E Iowa Ave,Denver,Denver,CO,80222,US,US/Mountain,KAPA,2017-09-19 08:53:00,66.9,,18.0,29.55,10.0,SSW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3318824,Source2,2,2017-09-19 06:00:56,2017-09-19 07:00:45,33.564491,-112.108215,,,0.0,Accident on 23rd Ave at Alice Ave.,N 23rd Ave,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2017-09-19 05:53:00,66.9,,30.0,29.8,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3318914,Source2,2,2017-09-19 21:53:16,2017-09-19 22:23:09,32.192242,-111.011871,,,0.0,Accident on 36th St at La Cholla Blvd.,S La Cholla Blvd,Tucson,Pima,AZ,85713,US,US/Mountain,KTUS,2017-09-19 21:53:00,81.0,,36.0,29.78,10.0,SSW,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3319713,Source2,3,2017-09-20 08:20:16,2017-09-20 09:04:13,40.110451,-75.290222,,,0.0,Restrictions and queueing traffic due to multi-vehicle accident on I-476 Southbound at Exit 20 I-276.,Pennsylvania Tpke E,Plymouth Meeting,Montgomery,PA,19462,US,US/Eastern,KLOM,2017-09-20 08:15:00,66.2,,88.0,29.93,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3319809,Source2,2,2017-09-20 17:59:35,2017-09-20 18:29:26,40.001823,-75.277847,,,0.0,Accident on US-30 Lancaster Ave at Old Wynnewood Rd.,W Old Wynnewood Rd,Wynnewood,Montgomery,PA,19096-2202,US,US/Eastern,KPHL,2017-09-20 17:54:00,84.9,,44.0,29.9,10.0,North,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3319833,Source2,2,2017-09-20 20:51:38,2017-09-20 21:21:27,40.119617,-75.347015,,,0.0,Accident on Corson St at Blackberry Aly.,Corson St,Norristown,Montgomery,PA,19401-3749,US,US/Eastern,KLOM,2017-09-20 20:55:00,66.2,,94.0,29.95,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3319866,Source2,2,2017-09-20 05:29:47,2017-09-20 05:58:56,38.999043,-77.34272800000002,,,0.0,Center lane blocked due to accident on VA-7 Leesburg Pike Eastbound before Reston Ave.,Reston Ave,Herndon,Fairfax,VA,20170-2401,US,US/Eastern,KIAD,2017-09-20 05:52:00,64.9,,93.0,29.93,10.0,NNW,3.5,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-3319976,Source2,3,2017-09-20 20:34:04,2017-09-20 21:03:47,39.411888,-76.79164899999998,,,0.0,Left hand shoulder blocked and right lane blocked due to accident on I-795 Southbound at Exits 4 4A-B Owings Mills Blvd.,I-795 S,Owings Mills,Baltimore County,MD,21117,US,US/Eastern,KDMH,2017-09-20 20:54:00,81.0,,52.0,29.95,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3319980,Source2,3,2017-09-20 20:43:46,2017-09-20 21:13:33,39.286179,-76.738632,,,0.0,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-695 anticlockwise at Exits 15A 15B US-40 Baltimore National Pike.,Baltimore National Pike,Catonsville,Baltimore County,MD,21228,US,US/Eastern,KDMH,2017-09-20 20:54:00,81.0,,52.0,29.95,,North,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3320163,Source2,2,2017-09-20 08:06:05,2017-09-20 08:50:48,37.282337,-79.933456,,,0.0,Accident on US-460 Orange Ave at US-11 Williamson Rd.,Williamson Rd NE,Roanoke,Roanoke City,VA,24016,US,US/Eastern,KROA,2017-09-20 07:54:00,68.0,,87.0,30.04,10.0,NNW,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3320650,Source2,3,2017-09-20 07:59:21,2017-09-20 08:28:10,34.964642,-82.032372,,,0.0,Left lane closed due to accident on I-85 Southbound at Exits 69.,I-85 N,Spartanburg,Spartanburg,SC,29301,US,US/Eastern,KSPA,2017-09-20 07:55:00,66.2,,94.0,30.03,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3320815,Source2,3,2017-09-20 08:23:21,2017-09-20 08:52:38,32.883942,-80.019989,,,0.0,Accident on I-26 Eastbound at Exit 212.,I-26 E,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,2017-09-20 07:56:00,73.9,,100.0,30.03,6.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3320945,Source2,2,2017-09-20 06:11:17,2017-09-20 06:40:51,42.379845,-88.062759,,,0.0,Left lane blocked due to accident on County Hwy-31 Rollins Rd Eastbound at IL-83.,N State Route 83,Round Lake Beach,Lake,IL,60073-2276,US,US/Central,KUGN,2017-09-20 05:55:00,64.9,,100.0,29.9,0.2,SE,3.5,,Fog,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3321172,Source2,2,2017-09-20 08:54:36,2017-09-20 09:24:00,30.234087,-97.795959,,,0.0,Accident on Lamar Blvd service road Northbound at TX-360 Capital of Texas Hwy.,S Lamar Blvd,Austin,Travis,TX,78704,US,US/Central,KATT,2017-09-20 08:51:00,80.1,,81.0,29.89,10.0,Variable,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3321225,Source2,2,2017-09-20 14:37:42,2017-09-20 15:22:23,35.419735,-97.547943,,,0.0,Accident on 45th St at Pennsylvania Ave.,S Pennsylvania Ave,Oklahoma City,Oklahoma,OK,73119-4903,US,US/Central,KOKC,2017-09-20 14:52:00,90.0,,52.0,29.76,10.0,South,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3321278,Source2,2,2017-09-20 18:51:54,2017-09-20 19:21:22,32.785477,-97.05941,,,0.0,#3 lane blocked due to accident on TX-360 Southbound at Burney / Fountian.,W North Carrier Pkwy,Grand Prairie,Tarrant,TX,75050,US,US/Central,KGPM,2017-09-20 18:50:00,93.2,,41.0,29.83,10.0,SE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3321340,Source2,2,2017-09-20 14:24:46,2017-09-20 14:54:37,30.451504,-91.118401,,,0.0,Accident on US-61 Bus Florida Blvd at Donmoor Ave.,Donmoor Ave,Baton Rouge,East Baton Rouge,LA,70806,US,US/Central,KBTR,2017-09-20 14:53:00,87.1,,61.0,29.97,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3321578,Source2,2,2017-09-20 19:29:01,2017-09-20 20:13:48,36.283432,-86.706932,,,0.0,Accident on US-31E Gallatin Pike at Edgemeade Blvd.,Old Dry Creek Rd,Madison,Davidson,TN,37115,US,US/Central,KBNA,2017-09-20 19:53:00,79.0,,74.0,29.99,10.0,South,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3322141,Source2,3,2017-09-20 12:20:27,2017-09-20 12:49:51,38.120224,-122.23027,,,0.0,Middle lane blocked due to accident on I-80 Eastbound at Redwood Pkwy.,I-80 E,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,2017-09-20 11:54:00,69.1,,75.0,29.88,10.0,WSW,13.8,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3322153,Source3,2,2017-09-20 13:41:35,2017-09-20 14:11:21,39.690044,-121.773514,,,0.0,Accident on CA-99 Southbound at Estates Dr.,CA-99,Chico,Butte,CA,95928,US,US/Pacific,KCIC,2017-09-20 13:50:00,73.4,,50.0,29.79,10.0,SE,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3322209,Source2,2,2017-09-20 21:06:03,2017-09-20 21:35:34,37.111259,-121.976204,,,5.070000171661377,Slow traffic due to accident on CA-17 Santa Cruz Hwy both ways between Jarvis Rd and Laural Rd.,Santa Cruz Hwy,Los Gatos,Santa Cruz,CA,95033-9026,US,US/Pacific,KSJC,2017-09-20 20:53:00,66.0,,65.0,29.88,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3322221,Source2,2,2017-09-20 09:36:29,2017-09-20 10:06:20,39.013927,-123.127403,,,0.0,Accident on US-101 Redwood Hwy Northbound at Largo Rd.,Largo Rd,Hopland,Mendocino,CA,95449-9648,US,US/Pacific,KUKI,2017-09-20 09:21:00,57.0,,93.0,29.93,10.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3322318,Source2,3,2017-09-20 07:54:03,2017-09-20 08:23:41,34.108418,-117.302719,,,0.0,Accident on I-215 Southbound at Exits 43 44 44A CA-66 5th St.,W 5th St,San Bernardino,San Bernardino,CA,92410,US,US/Pacific,KSBD,2017-09-20 07:45:00,66.2,,73.0,29.91,3.0,WSW,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3322604,Source2,2,2017-09-21 12:42:17,2017-09-21 13:11:57,42.822475,-76.058495,,,0.0,Accident on NY-80 at County Hwy-186 Berry Rd.,Berry Rd,La Fayette,Onondaga,NY,13084,US,US/Eastern,KSYR,2017-09-21 12:54:00,77.0,,71.0,30.08,10.0,NW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3322615,Source2,2,2017-09-21 19:53:59,2017-09-21 20:23:15,42.766846,-73.814926,,,0.0,One lane blocked due to accident on NY-7 Troy Schenectady Rd at County Hwy-151 Albany Shaker Rd.,Albany Shaker Rd,Latham,Albany,NY,12110-1409,US,US/Eastern,KALB,2017-09-21 19:51:00,71.1,,63.0,30.06,10.0,NE,11.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-3322768,Source2,3,2017-09-21 14:20:02,2017-09-21 14:49:20,41.06271,-73.86224399999998,,,0.0,Accident on I-87 I-287 Southbound before Exit 9 I-287.,S Broadway,Tarrytown,Westchester,NY,10591,US,US/Eastern,KHPN,2017-09-21 13:56:00,77.0,,64.0,29.98,10.0,NNW,10.4,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3322914,Source2,3,2017-09-21 11:17:24,2017-09-21 11:46:46,39.267662,-76.625099,,,0.0,Right hand shoulder closed due to accident on I-95 Southbound at Exits 52 53 I-395.,I-95 S,Baltimore,Baltimore City,MD,21230,US,US/Eastern,KDMH,2017-09-21 10:54:00,82.0,,52.0,30.05,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323103,Source2,2,2017-09-21 16:07:25,2017-09-21 16:52:11,35.122158,-82.326492,,,0.0,Accident on SC-11 at Lindsey Rd.,Highway 11,Landrum,Spartanburg,SC,29356-8996,US,US/Eastern,KGSP,2017-09-21 15:53:00,88.0,,40.0,30.0,10.0,NNE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323395,Source2,2,2017-09-21 13:42:51,2017-09-21 14:42:11,35.831501,-78.66570300000002,,,0.0,Accident on Womans Club Dr near National Dr.,National Dr,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2017-09-21 13:51:00,87.1,,48.0,30.02,10.0,NE,6.9,,Scattered Clouds,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323547,Source2,3,2017-09-21 20:44:47,2017-09-21 21:29:16,25.984682,-80.165611,,,0.0,3 right lane blocked due to accident on I-95 Northbound at Exits 18 19 FL-858 Hallandale Beach Blvd.,I-95 S,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2017-09-21 20:53:00,82.0,,85.0,29.9,10.0,ENE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3323566,Source2,2,2017-09-21 17:40:34,2017-09-21 18:25:19,28.539021,-81.31055500000002,,,0.0,Accident on FL-436 Semoran Blvd at Lake Underhill Rd.,Lake Underhill Rd,Orlando,Orange,FL,32807-4375,US,US/Eastern,KORL,2017-09-21 17:53:00,86.0,,53.0,29.95,10.0,NE,10.4,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3323623,Source2,2,2017-09-21 18:18:40,2017-09-21 19:03:30,27.957146,-82.460197,,,0.0,Accident on FL-685 Kay St at Franklin St.,N Franklin St,Tampa,Hillsborough,FL,33602-2620,US,US/Eastern,KTPF,2017-09-21 18:15:00,89.6,,52.0,29.91,10.0,ENE,8.1,,Overcast,True,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3323677,Source2,2,2017-09-21 08:07:42,2017-09-21 09:07:21,34.095024,-80.856071,,,0.0,Accident on Clemson Rd Southbound at I-20.,Clemson Rd,Columbia,Richland,SC,29229,US,US/Eastern,KCUB,2017-09-21 07:53:00,71.1,,90.0,30.05,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323768,Source2,2,2017-09-21 15:36:39,2017-09-21 16:06:29,34.170464,-79.760536,,,0.0,Accident on Church St at Siesta Dr.,S Church St,Florence,Florence,SC,29505-6001,US,US/Eastern,KFLO,2017-09-21 15:31:00,84.0,,61.0,29.98,10.0,Calm,,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323811,Source2,2,2017-09-21 17:52:54,2017-09-21 18:37:38,34.917885,-82.001358,,,0.0,Accident on SC-296 Reidville Rd near Apollo Dr.,Reidville Rd,Spartanburg,Spartanburg,SC,29301-3535,US,US/Eastern,KSPA,2017-09-21 17:55:00,86.0,,40.0,30.0,10.0,North,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323829,Source2,3,2017-09-21 19:43:40,2017-09-21 20:28:19,33.771282,-84.390472,,,0.0,Accident on I-75 Southbound at North Ave.,North Ave NW,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2017-09-21 19:53:00,82.9,,63.0,29.98,10.0,Calm,,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3323862,Source2,3,2017-09-21 08:41:12,2017-09-21 09:25:16,30.184687,-81.557968,,,0.0,Accident on I-95 Northbound at Exit 339 US-1 Philips Hwy.,I-95 N,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2017-09-21 08:53:00,78.1,,84.0,30.04,10.0,NW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3323898,Source2,2,2017-09-21 06:31:24,2017-09-21 07:30:57,32.93351,-79.825378,,,0.0,Accident on Reflectance Dr at Clements Ferry Rd.,Clements Ferry Rd,Charleston,Berkeley,SC,29492-7880,US,US/Eastern,KLRO,2017-09-21 06:35:00,71.6,,100.0,30.02,3.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-3324004,Source2,2,2017-09-21 07:05:14,2017-09-21 07:34:07,41.212666,-96.00415,,,0.0,Accident on 60th St Eastbound at US-275 L St. In the turning lane.,L St,Omaha,Douglas,NE,68117,US,US/Central,KMLE,2017-09-21 07:15:00,69.1,,78.0,29.85,10.0,ESE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3324317,Source2,2,2017-09-21 16:37:37,2017-09-21 17:22:25,35.474628,-97.688995,,,0.0,Accident on Morgan Rd at 6th St.,NW 6th St,Oklahoma City,Oklahoma,OK,73127-7112,US,US/Central,KPWA,2017-09-21 16:53:00,93.0,,52.0,29.77,10.0,South,19.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3324344,Source2,2,2017-09-21 18:26:21,2017-09-21 19:11:08,35.48607600000001,-97.592232,,,0.0,Accident on 16th St at Tulsa Ave.,NW 16th St,Oklahoma City,Oklahoma,OK,73107-4347,US,US/Central,KPWA,2017-09-21 18:53:00,89.1,,55.0,29.78,10.0,SSE,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3324461,Source2,2,2017-09-21 19:40:30,2017-09-21 20:10:30,30.133404,-93.992821,,,0.0,Accident on South St Eastbound in Vidor.,South St,Vidor,Orange,TX,77662-6065,US,US/Central,KBMT,2017-09-21 19:35:00,80.1,,82.0,29.94,10.0,SE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3324547,Source2,2,2017-09-21 05:42:23,2017-09-21 06:11:59,36.199173,-86.762291,,,0.0,Accident on Lischey Ave near Gatewood Ave.,Lischey Ave,Nashville,Davidson,TN,37207-5106,US,US/Central,KBNA,2017-09-21 05:53:00,70.0,,93.0,30.06,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3324866,Source2,2,2017-09-21 11:07:21,2017-09-21 11:37:08,33.523853,-112.082413,,,0.0,Accident on 7th Ave at Bethany Home Rd.,W Bethany Home Rd,Phoenix,Maricopa,AZ,85013-1554,US,US/Mountain,KPHX,2017-09-21 10:51:00,88.0,,23.0,29.72,10.0,SSW,10.4,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3324884,Source2,2,2017-09-21 15:53:55,2017-09-21 16:22:47,32.222996,-110.975311,,,0.0,Accident on Alameda St at Main St.,W Alameda St,Tucson,Pima,AZ,85701,US,US/Mountain,KDMA,2017-09-21 15:58:00,95.0,,17.0,29.77,10.0,SW,11.5,,Scattered Clouds,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3324894,Source2,2,2017-09-21 16:43:31,2017-09-21 17:13:20,33.611343,-111.943169,,,0.0,Accident on 64th St at Thunderbird Rd.,E Thunderbird Rd,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,2017-09-21 16:53:00,95.0,,13.0,29.59,10.0,SW,16.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3325601,Source2,2,2017-09-22 04:44:30,2017-09-22 05:14:20,40.729939,-75.01463299999998,,,0.0,Accident on Buttermilk Bridge Rd near Mineral Spring Ln.,Buttermilk Bridge Rd,Washington,Warren,NJ,07882-4390,US,US/Eastern,KSMQ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3325690,Source2,2,2017-09-22 15:06:44,2017-09-22 15:36:33,40.083195,-75.127495,,,0.0,Accident on Meetinghouse Rd at PA-611 Old York Rd.,Old York Rd,Elkins Park,Montgomery,PA,19027,US,US/Eastern,KPNE,2017-09-22 14:54:00,84.9,,41.0,29.98,10.0,NNW,15.0,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3325802,Source2,2,2017-09-22 11:19:20,2017-09-22 11:48:43,40.3428,-76.41816700000003,,,0.0,Restrictions due to accident on Schneider Dr both ways between 3rd St and 4th St.,N 4th St,Lebanon,Lebanon,PA,17046,US,US/Eastern,KMUI,2017-09-22 10:58:00,76.3,,63.0,30.09,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3326344,Source2,2,2017-09-22 17:58:35,2017-09-22 18:58:12,35.87968400000001,-78.702873,,,0.0,Accident on Lake Lynn Dr near Betterton Dr.,Lake Lynn Dr,Raleigh,Wake,NC,27613-3444,US,US/Eastern,KRDU,2017-09-22 17:51:00,86.0,,43.0,29.98,10.0,ENE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3326357,Source2,2,2017-09-22 18:15:19,2017-09-22 19:15:07,35.861313,-78.58174100000002,,,0.0,Accident on US-1 Capital Blvd at Oak Forest Dr.,Oak Forest Dr,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2017-09-22 17:51:00,86.0,,43.0,29.98,10.0,ENE,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3326595,Source2,2,2017-09-22 11:24:06,2017-09-22 11:53:51,34.742481,-82.02739,,,0.0,Accident on Georgia St at Daniel Howard Dr.,E Georgia St,Woodruff,Spartanburg,SC,29388-1961,US,US/Eastern,KSPA,2017-09-22 11:15:00,78.8,,65.0,30.1,10.0,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3326690,Source2,3,2017-09-22 18:10:31,2017-09-22 18:40:19,34.269051,-79.703796,,,0.0,Accident on I-95 Northbound near Exit 170 SC-327 Williston Rd.,I-95 S,Florence,Florence,SC,29506,US,US/Eastern,KFLO,2017-09-22 17:53:00,84.9,,49.0,29.99,10.0,ENE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3326826,Source2,2,2017-09-22 19:59:10,2017-09-22 20:28:58,33.543415,-80.83165699999998,,,0.0,Accident on US-601 Saint Matthews Rd at Cook Rd.,Cook Rd,Orangeburg,Orangeburg,SC,29118-8204,US,US/Eastern,KOGB,2017-09-22 19:53:00,79.0,,72.0,29.98,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3327420,Source2,2,2017-09-22 18:39:44,2017-09-22 19:24:23,36.019501,-95.948944,,,0.0,Accident on Riverside Pkwy at OK-364.,Creek Tpke W,Tulsa,Tulsa,OK,74137,US,US/Central,KRVS,2017-09-22 18:53:00,87.1,,49.0,29.92,10.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3327878,Source3,3,2017-09-22 10:14:07,2017-09-22 11:13:40,47.206554,-122.461746,,,0.0,Left-Center lane blocked due to accident on I-5 Northbound near Exit 130 Tacoma Mall Blvd.,S 56th St,Tacoma,Pierce,WA,98408,US,US/Pacific,KTCM,2017-09-22 09:58:00,55.0,,86.0,30.09,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3327922,Source2,3,2017-09-22 17:42:42,2017-09-22 18:20:22,47.920738,-122.205978,,,0.0,HOV lane blocked due to accident on I-5 Northbound at Exit 189 WA-526.,I-5 S,Everett,Snohomish,WA,98208,US,US/Pacific,KPAE,2017-09-22 17:53:00,62.1,,53.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3328026,Source2,2,2017-09-22 07:53:54,2017-09-22 08:23:44,38.266617,-121.300888,,,0.0,Right hand shoulder blocked due to accident on CA-99 Northbound at Exit 275A Simmerhorn Rd.,CA-99 N,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,2017-09-22 07:53:00,54.0,,80.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
